iid,date,airline,flightNumber,,dep.airport,incidentType,severity,delay,num.injuries,reported.by,aircraft
i16465,17.5.2009,CZ,979,,LAS,turbulence,critical,98,0,mechanic,A350-900
i16466,15.9.2009,AY,323,,CDG,turbulence,major,66,0,company,777-300ER
i16467,6.12.2020,DY,3877,,SEA,medical,major,114,1,company,737-400
i16468,17.10.2023,TK,9326,,PEK,turbulence,major,126,0,first officer,A321-XLR
i16469,10.8.2021,BA,1231,,SFO,faa,critical,29,0,company,A350-900
i16470,25.8.2020,OZ,656,,FRA,security,critical,95,0,first officer,A380
i16471,8.3.2018,KE,2997,,YYZ,security,major,86,0,company,777-300ER
i16472,4.12.2018,AC,1788,,BOM,crew,minor,102,0,pilot,A380
i16473,23.12.2010,KE,2463,,JFK,medical,minor,50,0,ground staff,A350-900
i16474,6.3.2020,EK,4327,,LAS,security,minor,68,0,first officer,777-300ER
i16475,20.12.2021,AF,8790,,LAS,crew,critical,92,0,crew,747-8
i16476,25.5.2012,AI,8497,,GRU,crew,major,42,0,first officer,A380
i16477,6.11.2015,EY,7740,,SEA,crew,major,118,0,first officer,737-400
i16478,12.5.2017,AZ,7361,,DXB,crew,major,25,0,crew,737-400
i16479,23.1.2012,QF,4094,,DFW,security,critical,127,0,crew,777-300ER
i16480,23.10.2009,TG,3065,,SYD,turbulence,major,34,0,mechanic,747-8
i16481,17.10.2011,SU,8132,,BOM,medical,critical,48,0,ground staff,A321-XLR
i16482,28.9.2023,SU,5534,,LAX,crew,major,132,0,mechanic,A321-XLR
i16483,13.5.2010,LH,815,,HND,medical,major,83,0,ground staff,747-8
i16484,12.8.2013,AD,9789,,SFO,security,major,81,0,mechanic,747-8
i16485,9.4.2009,MU,4361,,HND,medical,minor,63,0,crew,BE206-JetRanger
i16486,25.6.2013,DY,5051,,ORD,weather,minor,130,0,ground staff,747-8
i16487,5.2.2018,VN,7972,,GRU,security,critical,128,0,ground staff,A380
i16488,3.6.2018,IB,3324,,JFK,crew,major,108,0,company,BE206-JetRanger
i16489,10.9.2016,KE,1101,,JFK,crew,minor,36,0,pilot,A321-XLR
i16490,23.2.2023,AM,2410,,HND,security,minor,66,0,crew,737-400
i16491,3.8.2023,NZ,1542,,HND,crew,critical,11,0,pilot,A350-900
i16492,18.9.2022,AY,911,,FRA,weather,critical,49,0,company,737-800
i16493,22.10.2010,MH,6131,,FRA,turbulence,critical,17,1,crew,737-400
i16494,12.9.2010,U2,2657,,JFK,faa,critical,134,0,ground staff,A350-900
i16495,6.5.2015,MH,1721,,DFW,weather,minor,73,0,first officer,A350-900
i16496,22.9.2009,VN,2230,,LAX,turbulence,major,24,1,first officer,777-300ER
i16497,8.3.2015,TK,3221,,LAS,faa,critical,71,0,ground staff,A321-XLR
i16498,9.10.2016,SQ,483,,SYD,turbulence,major,134,1,crew,A321-XLR
i16499,11.3.2024,AD,292,,GRU,faa,major,91,0,mechanic,737-400
i16500,20.3.2019,KE,1501,,BOM,security,minor,25,0,company,747-8
i16501,15.5.2015,SV,2199,,SEA,faa,minor,86,0,mechanic,BE206-JetRanger
i16502,20.5.2019,FR,3438,,GRU,medical,critical,108,1,mechanic,737-400
i16503,16.7.2014,SU,5011,,DEN,crew,major,76,0,first officer,A350-900
i16504,10.9.2013,WN,3630,,ATL,mechanical,minor,78,0,first officer,A350-900
i16505,18.4.2015,CZ,5431,,DEN,security,major,10,0,company,737-800
i16506,1.3.2015,DY,3724,,CDG,weather,critical,117,0,ground staff,737-800
i16507,7.9.2013,EY,8199,,LAX,crew,critical,35,0,pilot,A380
i16508,19.3.2013,SV,385,,DFW,crew,critical,78,0,crew,747-8
i16509,13.8.2017,AM,8535,,SEA,crew,major,120,0,ground staff,A321-XLR
i16510,3.3.2013,AD,7525,,SYD,security,major,128,0,company,A321-XLR
i16511,9.8.2013,IB,6147,,DFW,turbulence,major,76,0,pilot,A321-XLR
i16512,23.10.2017,KE,5027,,HND,faa,critical,50,0,pilot,A321-XLR
i16513,27.6.2024,JL,1500,,LAS,faa,major,57,0,mechanic,747-8
i16514,23.4.2015,AI,2508,,LAS,faa,critical,31,0,crew,747-8
i16515,10.11.2024,AY,3735,,LHR,faa,critical,131,0,first officer,A321-XLR
i16516,10.3.2016,UA,5449,,HND,mechanical,major,33,0,pilot,A380
i16517,20.7.2015,IB,5587,,LAX,mechanical,critical,129,0,mechanic,737-800
i16518,6.7.2023,AM,2687,,FRA,turbulence,major,102,0,crew,737-400
i16519,12.11.2021,DL,4278,,DXB,turbulence,minor,23,0,crew,BE206-JetRanger
i16520,12.4.2010,KL,3028,,HND,medical,minor,129,1,company,777-300ER
i16521,22.7.2011,EK,5399,,JFK,mechanical,minor,12,0,crew,777-300ER
i16522,9.11.2016,UA,6206,,HND,weather,major,131,0,company,737-400
i16523,15.6.2012,AZ,1875,,PEK,crew,minor,12,0,mechanic,777-300ER
i16524,21.7.2008,AA,9514,,LAX,medical,critical,86,1,ground staff,A380
i16525,27.4.2015,WN,1575,,SFO,weather,major,132,0,first officer,A350-900
i16526,16.7.2013,SU,6719,,JFK,mechanical,minor,14,0,ground staff,737-800
i16527,12.4.2017,MU,1177,,DFW,medical,minor,46,1,ground staff,747-8
i16528,13.3.2019,MU,2649,,HND,security,major,19,0,crew,777-300ER
i16529,2.8.2022,NH,8402,,GRU,faa,critical,18,0,company,BE206-JetRanger
i16530,17.1.2010,LH,4479,,LHR,crew,critical,73,0,crew,BE206-JetRanger
i16531,10.6.2016,NH,7826,,ATL,turbulence,major,76,1,company,A321-XLR
i16532,24.8.2021,CX,6255,,ATL,crew,critical,57,0,company,BE206-JetRanger
i16533,22.7.2013,AI,6932,,ORD,turbulence,minor,135,1,crew,A350-900
i16534,15.2.2018,BA,3667,,PEK,faa,minor,117,0,pilot,737-400
i16535,16.8.2024,KL,1219,,JFK,security,critical,55,0,company,BE206-JetRanger
i16536,22.4.2023,AZ,8896,,SFO,crew,minor,109,0,mechanic,777-300ER
i16537,21.9.2009,AY,2164,,DFW,crew,major,58,0,crew,737-400
i16538,22.6.2014,U2,4997,,YYZ,weather,critical,104,0,first officer,A321-XLR
i16539,14.6.2008,MU,825,,DXB,faa,major,42,0,pilot,A350-900
i16540,7.8.2019,MH,2609,,GRU,security,minor,135,0,pilot,A350-900
i16541,21.7.2016,SQ,8930,,FRA,weather,major,13,0,ground staff,737-800
i16542,20.7.2024,LH,3459,,LAS,weather,minor,21,0,ground staff,A380
i16543,26.11.2021,AM,2446,,ORD,mechanical,major,108,0,pilot,777-300ER
i16544,17.11.2012,AI,6346,,GRU,faa,minor,53,0,crew,737-800
i16545,27.6.2010,KL,6905,,CDG,mechanical,critical,37,0,company,737-800
i16546,17.10.2011,CZ,1497,,YYZ,medical,minor,35,1,mechanic,A321-XLR
i16547,19.6.2023,LH,3533,,ATL,mechanical,critical,29,0,crew,777-300ER
i16548,20.6.2019,QF,9816,,ORD,security,critical,89,0,pilot,737-800
i16549,1.6.2012,AZ,4822,,FRA,medical,critical,62,0,crew,777-300ER
i16550,21.7.2011,FR,5490,,DXB,crew,critical,124,0,pilot,747-8
i16551,23.8.2011,KL,8565,,LAS,faa,minor,58,0,first officer,A380
i16552,14.5.2010,MU,8681,,JFK,turbulence,critical,112,1,crew,A321-XLR
i16553,24.2.2014,DY,4925,,CDG,security,critical,16,0,crew,A380
i16554,27.9.2021,QR,1365,,CDG,security,major,110,0,crew,737-400
i16555,16.7.2020,EK,2324,,DEN,faa,major,24,0,first officer,A321-XLR
i16556,26.11.2022,LH,3155,,JFK,weather,major,85,0,mechanic,A380
i16557,21.3.2018,AC,6052,,ORD,crew,critical,43,0,crew,A350-900
i16558,25.11.2014,MU,5628,,FRA,security,critical,16,0,ground staff,737-400
i16559,2.2.2009,MH,8303,,BOM,security,critical,15,0,company,BE206-JetRanger
i16560,22.4.2019,TK,8606,,FRA,weather,major,30,0,company,A350-900
i16561,16.12.2014,AZ,3190,,SEA,turbulence,minor,67,0,pilot,BE206-JetRanger
i16562,10.7.2022,DL,5107,,DFW,weather,minor,129,0,company,A380
i16563,1.11.2012,CX,9479,,CDG,medical,major,35,0,company,747-8
i16564,14.8.2011,MU,7172,,FRA,mechanical,critical,36,0,company,737-400
i16565,4.6.2017,QR,506,,PEK,turbulence,minor,21,1,mechanic,747-8
i16566,12.10.2011,LA,9605,,GRU,crew,critical,110,0,pilot,737-400
i16567,5.9.2014,TG,993,,YYZ,medical,major,60,0,mechanic,BE206-JetRanger
i16568,12.2.2020,NH,8555,,DEN,security,major,56,0,mechanic,BE206-JetRanger
i16569,6.5.2020,LA,1750,,SEA,security,major,84,0,first officer,777-300ER
i16570,2.9.2008,AV,6640,,SYD,security,minor,42,0,ground staff,BE206-JetRanger
i16571,19.11.2013,AD,1443,,CDG,faa,critical,68,0,mechanic,737-800
i16572,14.10.2018,QR,5929,,DXB,faa,major,10,0,pilot,747-8
i16573,22.3.2018,VN,2992,,LHR,mechanical,major,132,0,ground staff,777-300ER
i16574,17.11.2010,G3,9695,,HND,weather,major,132,0,ground staff,777-300ER
i16575,17.4.2009,G3,1435,,SYD,mechanical,minor,17,0,ground staff,737-800
i16576,12.10.2017,EK,4867,,JFK,crew,minor,48,0,pilot,A321-XLR
i16577,27.1.2009,CZ,5768,,GRU,mechanical,minor,87,0,mechanic,A350-900
i16578,18.11.2023,NH,8195,,PEK,turbulence,critical,119,0,first officer,737-400
i16579,9.8.2023,KE,2948,,HND,turbulence,minor,13,0,mechanic,737-800
i16580,27.1.2023,SV,2848,,DXB,weather,critical,104,0,crew,737-800
i16581,9.9.2015,JL,1995,,DXB,turbulence,minor,45,1,company,BE206-JetRanger
i16582,14.3.2019,CX,3356,,HND,faa,minor,134,0,company,BE206-JetRanger
i16583,21.3.2022,AF,9795,,ORD,crew,minor,74,0,mechanic,777-300ER
i16584,10.6.2010,MH,9064,,CDG,weather,critical,133,0,company,777-300ER
i16585,2.8.2020,G3,3779,,HND,weather,critical,79,0,mechanic,BE206-JetRanger
i16586,1.9.2010,NH,8707,,HND,security,major,89,0,first officer,A380
i16587,9.11.2011,OZ,4538,,YYZ,turbulence,major,92,1,first officer,A321-XLR
i16588,8.4.2018,DY,7410,,ORD,crew,major,60,0,first officer,A350-900
i16589,11.8.2015,FR,3824,,FRA,security,minor,14,0,mechanic,747-8
i16590,23.9.2021,LA,266,,LAX,turbulence,critical,21,0,first officer,777-300ER
i16591,15.4.2008,QR,1694,,JFK,turbulence,critical,118,1,first officer,A380
i16592,22.5.2023,IB,5387,,ATL,faa,minor,40,0,company,A350-900
i16593,8.10.2021,JL,5109,,LAX,mechanical,critical,27,0,first officer,BE206-JetRanger
i16594,6.7.2016,NZ,8935,,PEK,mechanical,minor,57,0,ground staff,777-300ER
i16595,21.12.2012,VN,529,,CDG,turbulence,minor,134,0,pilot,737-400
i16596,7.5.2012,VN,4441,,DEN,crew,major,103,0,pilot,737-400
i16597,12.5.2016,AZ,9955,,SFO,weather,critical,70,0,crew,737-800
i16598,23.2.2014,SQ,4669,,JFK,mechanical,critical,111,0,mechanic,A350-900
i16599,24.6.2021,OZ,1988,,SEA,weather,minor,103,0,pilot,747-8
i16600,12.2.2017,TG,7742,,DFW,faa,major,52,0,company,A350-900
i16601,11.3.2022,VN,6694,,LHR,turbulence,minor,99,1,company,777-300ER
i16602,7.7.2019,DL,1325,,ATL,crew,major,116,0,pilot,747-8
i16603,20.6.2014,AF,2749,,SEA,crew,major,137,0,company,A350-900
i16604,13.7.2015,MU,1550,,ATL,medical,minor,121,1,crew,BE206-JetRanger
i16605,2.7.2012,JL,4761,,LHR,mechanical,major,138,0,ground staff,A321-XLR
i16606,17.2.2013,NZ,3621,,SEA,crew,major,15,0,pilot,737-400
i16607,10.11.2014,DY,3927,,LAX,faa,major,18,0,mechanic,BE206-JetRanger
i16608,15.2.2013,MH,7262,,LAX,crew,major,15,0,mechanic,737-800
i16609,19.11.2019,U2,6690,,ORD,turbulence,major,23,0,crew,777-300ER
i16610,5.3.2024,LA,8794,,FRA,medical,major,101,0,crew,BE206-JetRanger
i16611,3.10.2022,AI,6802,,CDG,security,critical,20,0,crew,A321-XLR
i16612,21.4.2009,EY,7286,,LHR,faa,minor,129,0,pilot,737-800
i16613,14.6.2011,FR,4080,,FRA,medical,major,32,0,mechanic,A350-900
i16614,15.8.2020,UA,2797,,LAS,medical,major,62,0,pilot,747-8
i16615,15.7.2010,OZ,1075,,SFO,mechanical,minor,43,0,company,737-400
i16616,14.3.2010,SV,380,,YYZ,faa,major,74,0,company,A350-900
i16617,8.8.2021,LA,6211,,SFO,security,major,88,0,first officer,747-8
i16618,27.8.2013,DY,395,,SEA,weather,minor,65,0,first officer,BE206-JetRanger
i16619,23.7.2016,IB,4885,,BOM,medical,major,105,1,ground staff,737-400
i16620,26.4.2014,AA,4902,,LHR,medical,minor,38,1,company,A350-900
i16621,27.2.2008,VN,9587,,ORD,crew,critical,29,0,ground staff,747-8
i16622,13.9.2016,AC,1330,,SYD,faa,major,15,0,first officer,747-8
i16623,13.2.2016,QF,3882,,PEK,medical,critical,135,1,ground staff,BE206-JetRanger
i16624,13.10.2010,LH,7736,,LHR,faa,critical,23,0,ground staff,777-300ER
i16625,7.1.2021,LH,2566,,LAS,mechanical,minor,61,0,mechanic,A321-XLR
i16626,12.8.2021,EY,4961,,ATL,mechanical,critical,26,0,mechanic,A321-XLR
i16627,27.9.2015,AD,285,,BOM,medical,major,63,1,first officer,A350-900
i16628,22.7.2010,AI,7423,,DFW,mechanical,major,111,0,ground staff,A380
i16629,12.12.2013,AZ,6560,,JFK,faa,critical,135,0,company,A380
i16630,10.5.2011,CZ,3250,,DFW,medical,minor,59,1,crew,737-400
i16631,23.11.2011,CX,1201,,DXB,turbulence,critical,18,0,first officer,737-400
i16632,13.3.2023,G3,3717,,DXB,weather,critical,82,0,company,A380
i16633,20.6.2021,KE,2539,,PEK,mechanical,critical,80,0,crew,A350-900
i16634,10.11.2016,LA,5596,,BOM,medical,major,49,0,crew,747-8
i16635,4.9.2014,EK,571,,LAX,security,minor,95,0,first officer,BE206-JetRanger
i16636,26.3.2014,QF,4174,,JFK,medical,critical,29,0,crew,A380
i16637,18.4.2021,AV,7753,,LAX,medical,critical,130,0,first officer,A350-900
i16638,14.2.2019,AY,7279,,JFK,mechanical,critical,97,0,ground staff,777-300ER
i16639,5.10.2023,DY,1437,,DEN,faa,major,135,0,company,A321-XLR
i16640,8.8.2012,DL,5433,,JFK,security,major,67,0,pilot,737-400
i16641,3.8.2017,SU,2482,,LHR,security,critical,93,0,crew,A321-XLR
i16642,4.12.2023,G3,6034,,FRA,mechanical,major,86,0,pilot,A380
i16643,15.11.2020,DL,6719,,GRU,medical,major,72,1,mechanic,737-400
i16644,19.4.2023,AZ,5989,,FRA,security,critical,88,0,ground staff,777-300ER
i16645,7.6.2012,CX,9055,,GRU,faa,major,20,0,first officer,A350-900
i16646,23.9.2015,AD,301,,FRA,turbulence,minor,42,1,pilot,A380
i16647,20.4.2020,QR,9719,,DXB,crew,minor,48,0,pilot,737-800
i16648,25.8.2009,EK,967,,HND,mechanical,minor,75,0,pilot,A321-XLR
i16649,21.11.2012,NH,7054,,DXB,security,major,134,0,ground staff,777-300ER
i16650,16.3.2009,CZ,902,,ORD,crew,minor,28,0,ground staff,737-400
i16651,9.5.2021,AA,9134,,DFW,medical,critical,74,0,company,747-8
i16652,13.10.2012,AZ,4285,,BOM,faa,critical,97,0,pilot,747-8
i16653,22.6.2017,KE,5407,,ORD,security,minor,88,0,pilot,737-400
i16654,23.4.2011,SU,3940,,GRU,crew,minor,14,0,crew,A380
i16655,18.11.2014,AZ,9100,,GRU,faa,minor,28,0,company,737-800
i16656,23.8.2011,AD,5664,,SYD,weather,major,19,0,first officer,A321-XLR
i16657,9.11.2016,FR,1992,,GRU,weather,major,69,0,pilot,737-800
i16658,22.10.2018,KL,4969,,FRA,mechanical,minor,135,0,first officer,747-8
i16659,3.10.2020,UA,465,,PEK,crew,major,67,0,mechanic,777-300ER
i16660,7.2.2011,U2,1403,,JFK,turbulence,major,113,1,mechanic,A350-900
i16661,5.7.2022,SQ,5583,,DEN,mechanical,minor,119,0,pilot,A321-XLR
i16662,28.9.2008,TG,9161,,PEK,faa,major,53,0,crew,A321-XLR
i16663,19.3.2010,IB,3438,,SEA,faa,critical,23,0,first officer,A380
i16664,7.10.2016,JL,3205,,LAS,turbulence,major,124,0,first officer,A350-900
i16665,25.10.2009,WN,9111,,LAS,security,minor,40,0,ground staff,A321-XLR
i16666,10.8.2019,AF,8865,,DFW,security,critical,25,0,first officer,A380
i16667,7.4.2017,AZ,9122,,ATL,weather,major,43,0,pilot,A350-900
i16668,19.3.2015,EK,9606,,ORD,turbulence,major,104,0,mechanic,A350-900
i16669,25.11.2015,SV,1244,,SYD,weather,major,121,0,pilot,A321-XLR
i16670,27.5.2018,IB,4062,,DEN,weather,major,124,0,crew,BE206-JetRanger
i16671,15.8.2017,TG,4854,,LAX,weather,critical,29,0,mechanic,A350-900
i16672,12.7.2023,LA,4997,,HND,faa,minor,21,0,ground staff,777-300ER
i16673,7.7.2014,SQ,2141,,BOM,security,major,73,0,company,A321-XLR
i16674,19.7.2013,AA,5862,,DFW,weather,critical,34,0,crew,A380
i16675,3.3.2018,AV,5320,,BOM,mechanical,major,90,0,first officer,747-8
i16676,9.9.2020,BA,544,,BOM,mechanical,minor,80,0,crew,737-400
i16677,8.3.2014,IB,3043,,LHR,security,major,15,0,mechanic,BE206-JetRanger
i16678,10.8.2011,NH,383,,DEN,mechanical,major,120,0,ground staff,A321-XLR
i16679,11.5.2010,EY,2144,,LHR,weather,minor,90,0,first officer,737-400
i16680,24.11.2017,QR,6672,,ORD,mechanical,critical,103,0,ground staff,777-300ER
i16681,3.3.2017,AA,4837,,LAX,turbulence,minor,47,1,company,737-400
i16682,18.11.2015,NZ,5885,,JFK,security,major,53,0,pilot,777-300ER
i16683,7.6.2009,UA,3399,,ORD,crew,major,11,0,first officer,A350-900
i16684,4.12.2011,OZ,9787,,PEK,faa,minor,117,0,first officer,747-8
i16685,11.1.2019,SV,256,,JFK,turbulence,minor,83,1,mechanic,737-800
i16686,18.10.2013,EK,4402,,LAS,mechanical,critical,97,0,pilot,777-300ER
i16687,22.4.2019,CX,2081,,ATL,medical,major,54,1,pilot,777-300ER
i16688,24.3.2018,TK,8779,,CDG,crew,critical,82,0,first officer,777-300ER
i16689,16.10.2012,EK,445,,SFO,security,minor,125,0,first officer,737-800
i16690,20.9.2013,AI,3283,,DEN,security,critical,72,0,crew,737-400
i16691,2.6.2023,LH,2749,,SFO,mechanical,minor,74,0,first officer,777-300ER
i16692,16.4.2018,AF,3290,,JFK,faa,critical,135,0,mechanic,A380
i16693,2.10.2009,SV,8355,,LAX,crew,minor,55,0,crew,BE206-JetRanger
i16694,14.8.2021,NZ,6737,,GRU,faa,major,88,0,company,777-300ER
i16695,20.11.2020,AD,4066,,SEA,medical,critical,84,0,ground staff,737-400
i16696,5.5.2008,IB,5100,,JFK,mechanical,major,109,0,company,777-300ER
i16697,23.11.2021,AV,9325,,CDG,crew,critical,134,0,crew,747-8
i16698,7.4.2016,LH,6567,,PEK,turbulence,critical,86,0,ground staff,A321-XLR
i16699,25.3.2013,UA,1199,,HND,faa,major,125,0,mechanic,747-8
i16700,23.4.2023,VN,652,,SFO,faa,minor,14,0,pilot,737-400
i16701,10.4.2019,LA,6563,,FRA,security,minor,15,0,pilot,A350-900
i16702,8.8.2017,TG,2938,,LAS,turbulence,critical,44,0,crew,A350-900
i16703,8.8.2018,VN,9967,,PEK,weather,major,25,0,mechanic,737-800
i16704,7.9.2019,MU,9722,,LAX,turbulence,minor,34,0,mechanic,BE206-JetRanger
i16705,14.1.2012,AC,8710,,FRA,crew,major,110,0,pilot,747-8
i16706,10.12.2011,OZ,1762,,JFK,crew,minor,49,0,crew,737-400
i16707,17.8.2009,AF,7662,,LAX,mechanical,minor,83,0,pilot,737-800
i16708,25.7.2011,DY,6778,,YYZ,turbulence,major,70,0,company,777-300ER
i16709,6.8.2022,CX,7678,,DXB,security,critical,111,0,ground staff,A321-XLR
i16710,6.4.2015,QR,8746,,SEA,crew,minor,128,0,mechanic,737-800
i16711,24.4.2015,NZ,4376,,FRA,turbulence,minor,58,0,first officer,737-800
i16712,1.2.2022,EY,2672,,HND,medical,minor,53,0,pilot,A321-XLR
i16713,27.8.2019,TK,1737,,PEK,weather,minor,55,0,crew,A350-900
i16714,22.9.2015,KE,1539,,CDG,medical,major,56,1,first officer,737-800
i16715,4.11.2018,IB,1484,,BOM,weather,critical,112,0,company,A380
i16716,27.11.2011,VN,8771,,SFO,security,major,65,0,pilot,A350-900
i16717,9.12.2009,AV,6671,,ATL,security,major,92,0,pilot,A321-XLR
i16718,19.7.2018,LH,9746,,CDG,faa,major,60,0,mechanic,777-300ER
i16719,27.6.2019,KE,6098,,ATL,security,minor,130,0,first officer,747-8
i16720,10.4.2008,NH,1844,,LAS,security,minor,18,0,company,777-300ER
i16721,3.5.2020,LH,636,,SYD,security,major,113,0,ground staff,737-800
i16722,23.12.2012,CZ,6952,,GRU,mechanical,critical,49,0,first officer,777-300ER
i16723,18.2.2013,SV,3580,,ATL,turbulence,critical,26,1,first officer,777-300ER
i16724,20.9.2015,OZ,9120,,JFK,weather,major,111,0,ground staff,A321-XLR
i16725,26.8.2012,EK,8693,,ORD,mechanical,minor,132,0,crew,A380
i16726,4.3.2012,TK,3832,,ORD,security,critical,17,0,company,777-300ER
i16727,13.5.2015,LH,2524,,LAX,turbulence,critical,51,0,mechanic,A321-XLR
i16728,25.5.2015,CX,6655,,DFW,weather,major,119,0,first officer,A350-900
i16729,22.9.2016,AM,7917,,GRU,turbulence,critical,85,0,mechanic,777-300ER
i16730,26.3.2009,NZ,8567,,LAS,weather,minor,30,0,pilot,BE206-JetRanger
i16731,23.2.2015,OZ,7853,,DFW,mechanical,critical,71,0,pilot,737-800
i16732,18.3.2015,AY,3236,,JFK,security,major,31,0,pilot,A321-XLR
i16733,4.10.2013,MH,3218,,JFK,weather,minor,86,0,pilot,747-8
i16734,3.9.2009,EK,1653,,BOM,security,critical,132,0,ground staff,737-400
i16735,21.5.2020,VN,5346,,LAX,mechanical,major,34,0,ground staff,777-300ER
i16736,27.4.2015,MH,7897,,SYD,faa,critical,51,0,mechanic,BE206-JetRanger
i16737,19.11.2011,CX,7998,,ATL,mechanical,major,125,0,ground staff,737-400
i16738,20.2.2020,UA,2351,,GRU,turbulence,major,48,0,crew,737-400
i16739,26.8.2012,DL,2798,,SYD,turbulence,critical,56,1,ground staff,BE206-JetRanger
i16740,19.8.2017,JL,9660,,BOM,security,critical,111,0,ground staff,BE206-JetRanger
i16741,22.8.2013,SU,3182,,GRU,mechanical,major,14,0,mechanic,777-300ER
i16742,18.1.2019,AA,707,,HND,turbulence,critical,27,0,crew,BE206-JetRanger
i16743,27.3.2021,AM,646,,FRA,security,major,77,0,pilot,BE206-JetRanger
i16744,5.6.2020,OZ,4615,,PEK,medical,major,12,0,first officer,777-300ER
i16745,3.4.2023,AZ,1086,,DXB,crew,major,30,0,ground staff,777-300ER
i16746,7.5.2014,AZ,4957,,YYZ,crew,critical,126,0,company,A350-900
i16747,19.2.2019,BA,8195,,CDG,mechanical,major,26,0,first officer,777-300ER
i16748,3.2.2013,AI,850,,SEA,turbulence,major,83,0,mechanic,BE206-JetRanger
i16749,13.10.2011,UA,9668,,SFO,security,major,11,0,first officer,737-400
i16750,20.4.2021,QR,5932,,ORD,faa,major,67,0,company,A350-900
i16751,22.4.2017,U2,6427,,DFW,medical,critical,19,0,ground staff,A380
i16752,20.3.2019,WN,6306,,FRA,turbulence,major,81,0,mechanic,A321-XLR
i16753,3.11.2021,CX,5607,,SEA,security,minor,99,0,pilot,777-300ER
i16754,17.7.2022,AI,7190,,YYZ,security,minor,34,0,mechanic,BE206-JetRanger
i16755,28.2.2021,EK,3412,,FRA,turbulence,minor,82,1,company,777-300ER
i16756,25.2.2019,AI,2618,,DXB,crew,minor,102,0,ground staff,A321-XLR
i16757,4.4.2012,EY,5248,,JFK,crew,critical,51,0,ground staff,747-8
i16758,11.3.2020,LH,4948,,DFW,medical,critical,132,1,mechanic,737-400
i16759,1.3.2014,NH,3880,,GRU,mechanical,minor,18,0,ground staff,A321-XLR
i16760,8.4.2018,WN,2490,,BOM,medical,major,16,0,ground staff,A380
i16761,6.5.2019,AI,4616,,PEK,medical,minor,113,0,pilot,777-300ER
i16762,14.9.2009,AF,6912,,YYZ,faa,minor,36,0,mechanic,A350-900
i16763,6.10.2012,AC,3934,,BOM,medical,critical,33,1,first officer,A350-900
i16764,2.5.2009,FR,9027,,FRA,faa,minor,32,0,pilot,A350-900
i16765,17.9.2021,AZ,3366,,ATL,turbulence,critical,67,0,pilot,737-400
i16766,25.11.2017,EK,9785,,JFK,mechanical,major,123,0,mechanic,747-8
i16767,21.7.2016,OZ,6784,,BOM,crew,critical,55,0,company,737-400
i16768,4.9.2016,MH,8491,,DEN,turbulence,critical,132,1,ground staff,BE206-JetRanger
i16769,23.4.2011,EK,1015,,LHR,security,critical,99,0,crew,747-8
i16770,13.9.2022,SV,1708,,LAX,medical,major,97,1,crew,747-8
i16771,19.3.2017,AI,8656,,YYZ,mechanical,major,27,0,ground staff,737-800
i16772,10.5.2020,QF,6793,,LAX,turbulence,major,113,1,first officer,737-400
i16773,12.3.2011,OZ,8406,,DFW,weather,major,92,0,ground staff,737-400
i16774,25.11.2019,FR,7963,,JFK,security,minor,82,0,first officer,737-800
i16775,14.2.2022,AF,1515,,SEA,crew,major,76,0,mechanic,777-300ER
i16776,10.2.2020,LH,2959,,CDG,security,critical,126,0,company,777-300ER
i16777,17.5.2023,NH,4582,,JFK,weather,minor,43,0,ground staff,737-400
i16778,10.1.2019,DL,1679,,SEA,medical,critical,58,0,pilot,A321-XLR
i16779,27.1.2013,AM,6711,,LAS,weather,critical,19,0,crew,737-800
i16780,27.5.2014,WN,6959,,ATL,mechanical,critical,80,0,mechanic,737-800
i16781,28.5.2011,WN,2459,,LAX,medical,minor,122,0,crew,A321-XLR
i16782,26.9.2019,CZ,7709,,SFO,medical,minor,41,1,crew,A350-900
i16783,1.8.2015,AF,955,,LAS,turbulence,major,18,0,pilot,747-8
i16784,11.11.2013,OZ,3574,,DXB,faa,minor,101,0,ground staff,A350-900
i16785,15.11.2024,JL,8711,,ORD,turbulence,major,88,0,first officer,A380
i16786,17.4.2020,KE,1645,,ORD,turbulence,minor,106,1,pilot,747-8
i16787,1.1.2012,LA,1773,,BOM,faa,minor,135,0,mechanic,A321-XLR
i16788,17.4.2021,AZ,4208,,FRA,mechanical,critical,108,0,crew,A321-XLR
i16789,2.2.2009,LH,5808,,GRU,security,major,108,0,ground staff,737-400
i16790,27.4.2016,SQ,9406,,LHR,medical,critical,28,1,ground staff,737-400
i16791,6.2.2008,WN,5892,,JFK,security,critical,57,0,mechanic,747-8
i16792,4.6.2009,QR,6247,,DFW,crew,minor,14,0,mechanic,777-300ER
i16793,22.1.2012,AI,676,,GRU,medical,critical,25,0,ground staff,A350-900
i16794,9.8.2022,NH,6847,,YYZ,mechanical,major,72,0,mechanic,BE206-JetRanger
i16795,24.3.2023,LA,3066,,LHR,crew,major,59,0,first officer,747-8
i16796,21.3.2017,EY,2031,,SFO,mechanical,major,94,0,crew,A380
i16797,18.10.2011,EK,9269,,HND,crew,major,74,0,company,BE206-JetRanger
i16798,12.8.2014,AZ,517,,JFK,mechanical,critical,26,0,crew,737-800
i16799,11.10.2023,NZ,2987,,SEA,medical,critical,122,0,pilot,777-300ER
i16800,3.3.2013,G3,1340,,DFW,weather,critical,53,0,mechanic,A380
